sl.no,word,mood,score
5085,revengefully,negative,-1
5086,revere,positive,1
5087,reverence,positive,1
5088,reverent,positive,1
5089,reverently,positive,1
5090,revert,negative,-1
5091,revile,negative,-1
5092,reviled,negative,-1
5093,revitalize,positive,1
5094,revival,positive,1
5095,revive,positive,1
5096,revives,positive,1
5097,revoke,negative,-1
5098,revolt,negative,-1
5099,revolting,negative,-1
5100,revoltingly,negative,-1
5101,revolutionary,positive,1
5102,revolutionize,positive,1
5103,revolutionized,positive,1
5104,revolutionizes,positive,1
5105,revulsion,negative,-1
5106,revulsive,negative,-1
5107,reward,positive,1
5108,rewarding,positive,1
5109,rewardingly,positive,1
5110,rhapsodize,negative,-1
5111,rhetoric,negative,-1
5112,rhetorical,negative,-1
5113,ricer,negative,-1
5114,rich,positive,1
5115,richer,positive,1
5116,richly,positive,1
5117,richness,positive,1
5118,ridicule,negative,-1
5119,ridicules,negative,-1
5120,ridiculous,negative,-1
5121,ridiculously,negative,-1
5122,rife,negative,-1
5123,rift,negative,-1
5124,rifts,negative,-1
5125,right,positive,1
5126,righten,positive,1
5127,righteous,positive,1
5128,righteously,positive,1
5129,righteousness,positive,1
5130,rightful,positive,1
5131,rightfully,positive,1
5132,rightly,positive,1
5133,rightness,positive,1
5134,rigid,negative,-1
5135,rigidity,negative,-1
5136,rigidness,negative,-1
5137,rile,negative,-1
5138,riled,negative,-1
5139,rip,negative,-1
5140,ripoff,negative,-1
5141,rip-off,negative,-1
5142,ripped,negative,-1
5143,risk,negative,-1
5144,risk-free,positive,1
5145,risks,negative,-1
5146,risky,negative,-1
5147,rival,negative,-1
5148,rivalry,negative,-1
5149,roadblocks,negative,-1
5150,robust,positive,1
5151,rockstar,positive,1
5152,rock-star,positive,1
5153,rockstars,positive,1
5154,rock-stars,positive,1
5155,rocky,negative,-1
5156,rogue,negative,-1
5157,rollercoaster,negative,-1
5158,romantic,positive,1
5159,romantically,positive,1
5160,romanticize,positive,1
5161,roomier,positive,1
5162,roomy,positive,1
5163,rosy,positive,1
5164,rot,negative,-1
5165,rotten,negative,-1
5166,rough,negative,-1
5167,rremediable,negative,-1
5168,rubbish,negative,-1
5169,rude,negative,-1
5170,rue,negative,-1
5171,ruffian,negative,-1
5172,ruffle,negative,-1
5173,ruin,negative,-1
5174,ruined,negative,-1
5175,ruining,negative,-1
5176,ruinous,negative,-1
5177,ruins,negative,-1
5178,rumbling,negative,-1
5179,rumor,negative,-1
5180,rumors,negative,-1
5181,rumours,negative,-1
5182,rumple,negative,-1
5183,runaway,negative,-1
5184,run-down,negative,-1
5185,rupture,negative,-1
5186,rust,negative,-1
5187,rusts,negative,-1
5188,rusty,negative,-1
5189,rut,negative,-1
5190,ruthless,negative,-1
5191,ruthlessly,negative,-1
5192,ruthlessness,negative,-1
5193,ruts,negative,-1
5194,sabotage,negative,-1
5195,sack,negative,-1
5196,sacrificed,negative,-1
5197,sad,negative,-1
5198,sadden,negative,-1
5199,sadly,negative,-1
5200,sadness,negative,-1
5201,safe,positive,1
5202,safely,positive,1
5203,sag,negative,-1
5204,sagacity,positive,1
5205,sagely,positive,1
5206,sagged,negative,-1
5207,sagging,negative,-1
5208,saggy,negative,-1
5209,sags,negative,-1
5210,saint,positive,1
5211,saintliness,positive,1
5212,saintly,positive,1
5213,salacious,negative,-1
5214,salutary,positive,1
5215,salute,positive,1
5216,sanctimonious,negative,-1
5217,sane,positive,1
5218,sap,negative,-1
5219,sarcasm,negative,-1
5220,sarcastic,negative,-1
5221,sarcastically,negative,-1
5222,sardonic,negative,-1
5223,sardonically,negative,-1
5224,sass,negative,-1
5225,satirical,negative,-1
5226,satirize,negative,-1
5227,satisfactorily,positive,1
5228,satisfactory,positive,1
5229,satisfied,positive,1
5230,satisfies,positive,1
5231,satisfy,positive,1
5232,satisfying,positive,1
5233,satisified,positive,1
5234,savage,negative,-1
5235,savaged,negative,-1
5236,savagery,negative,-1
5237,savages,negative,-1
5238,saver,positive,1
5239,savings,positive,1
5240,savior,positive,1
5241,savvy,positive,1
5242,scaly,negative,-1
5243,scam,negative,-1
5244,scams,negative,-1
5245,scandal,negative,-1
5246,scandalize,negative,-1
5247,scandalized,negative,-1
5248,scandalous,negative,-1
5249,scandalously,negative,-1
5250,scandals,negative,-1
5251,scandel,negative,-1
5252,scandels,negative,-1
5253,scant,negative,-1
5254,scapegoat,negative,-1
5255,scar,negative,-1
5256,scarce,negative,-1
5257,scarcely,negative,-1
5258,scarcity,negative,-1
5259,scare,negative,-1
5260,scared,negative,-1
5261,scarier,negative,-1
5262,scariest,negative,-1
5263,scarily,negative,-1
5264,scarred,negative,-1
5265,scars,negative,-1
5266,scary,negative,-1
5267,scathing,negative,-1
5268,scathingly,negative,-1
5269,scenic,positive,1
5270,sceptical,negative,-1
5271,scoff,negative,-1
5272,scoffingly,negative,-1
5273,scold,negative,-1
5274,scolded,negative,-1
5275,scolding,negative,-1
5276,scoldingly,negative,-1
5277,scorching,negative,-1
5278,scorchingly,negative,-1
5279,scorn,negative,-1
5280,scornful,negative,-1
5281,scornfully,negative,-1
5282,scoundrel,negative,-1
5283,scourge,negative,-1
5284,scowl,negative,-1
5285,scramble,negative,-1
5286,scrambled,negative,-1
5287,scrambles,negative,-1
5288,scrambling,negative,-1
5289,scrap,negative,-1
5290,scratch,negative,-1
5291,scratched,negative,-1
5292,scratches,negative,-1
5293,scratchy,negative,-1
5294,scream,negative,-1
5295,screech,negative,-1
5296,screwed,negative,-1
5297,screwed-up,negative,-1
5298,screw-up,negative,-1
5299,screwy,negative,-1
5300,scuff,negative,-1
5301,scuffs,negative,-1
5302,scum,negative,-1
5303,scummy,negative,-1
5304,seamless,positive,1
5305,seasoned,positive,1
5306,second-class,negative,-1
5307,second-tier,negative,-1
5308,secretive,negative,-1
5309,secure,positive,1
5310,securely,positive,1
5311,sedentary,negative,-1
5312,seedy,negative,-1
5313,seethe,negative,-1
5314,seething,negative,-1
5315,selective,positive,1
5316,self-coup,negative,-1
5317,self-criticism,negative,-1
5318,self-defeating,negative,-1
5319,self-destructive,negative,-1
5320,self-determination,positive,1
5321,self-humiliation,negative,-1
5322,self-interest,negative,-1
5323,selfinterested,negative,-1
5324,self-interested,negative,-1
5325,selfish,negative,-1
5326,selfishly,negative,-1
5327,selfishness,negative,-1
5328,self-respect,positive,1
5329,self-satisfaction,positive,1
5330,self-serving,negative,-1
5331,self-sufficiency,positive,1
5332,self-sufficient,positive,1
5333,semi-retarded,negative,-1
5334,senile,negative,-1
5335,sensation,positive,1
5336,sensational,positive,1
5337,sensationalize,negative,-1
5338,sensationally,positive,1
5339,sensations,positive,1
5340,senseless,negative,-1
5341,senselessly,negative,-1
5342,sensible,positive,1
5343,sensibly,positive,1
5344,sensitive,positive,1
5345,serene,positive,1
5346,serenity,positive,1
5347,seriousness,negative,-1
5348,sermonize,negative,-1
5349,servitude,negative,-1
5350,setback,negative,-1
5351,setbacks,negative,-1
5352,set-up,negative,-1
5353,sever,negative,-1
5354,severe,negative,-1
5355,severity,negative,-1
5356,sexy,positive,1
5357,sh*t,negative,-1
5358,shabby,negative,-1
5359,shadowy,negative,-1
5360,shady,negative,-1
5361,shake,negative,-1
5362,shaky,negative,-1
5363,shallow,negative,-1
5364,sham,negative,-1
5365,shambles,negative,-1
5366,shame,negative,-1
5367,shameful,negative,-1
5368,shamefully,negative,-1
5369,shamefulness,negative,-1
5370,shameless,negative,-1
5371,shamelessly,negative,-1
5372,shamelessness,negative,-1
5373,shark,negative,-1
5374,sharp,positive,1
5375,sharper,positive,1
5376,sharpest,positive,1
5377,sharply,negative,-1
5378,shatter,negative,-1
5379,shemale,negative,-1
5380,shimmer,negative,-1
5381,shimmering,positive,1
5382,shimmeringly,positive,1
5383,shimmy,negative,-1
5384,shine,positive,1
5385,shiny,positive,1
5386,shipwreck,negative,-1
5387,shirk,negative,-1
5388,shirker,negative,-1
5389,shit,negative,-1
5390,shiver,negative,-1
5391,shock,negative,-1
5392,shocked,negative,-1
5393,shocking,negative,-1
5394,shockingly,negative,-1
5395,shoddy,negative,-1
5396,shortage,negative,-1
5397,shortchange,negative,-1
5398,shortcoming,negative,-1
5399,shortcomings,negative,-1
5400,short-lived,negative,-1
5401,shortness,negative,-1
5402,shortsighted,negative,-1
5403,shortsightedness,negative,-1
5404,showdown,negative,-1
5405,shrew,negative,-1
5406,shriek,negative,-1
5407,shrill,negative,-1
5408,shrilly,negative,-1
5409,shrivel,negative,-1
5410,shroud,negative,-1
5411,shrouded,negative,-1
5412,shrug,negative,-1
5413,shun,negative,-1
5414,shunned,negative,-1
5415,sick,negative,-1
5416,sicken,negative,-1
5417,sickening,negative,-1
5418,sickeningly,negative,-1
5419,sickly,negative,-1
5420,sickness,negative,-1
5421,sidetrack,negative,-1
5422,sidetracked,negative,-1
5423,siege,negative,-1
5424,significant,positive,1
5425,silent,positive,1
5426,sillily,negative,-1
5427,silly,negative,-1
5428,simpler,positive,1
5429,simplest,positive,1
5430,simplified,positive,1
5431,simplifies,positive,1
5432,simplify,positive,1
5433,simplifying,positive,1
5434,simplistic,negative,-1
5435,simplistically,negative,-1
5436,sin,negative,-1
5437,sincere,positive,1
5438,sincerely,positive,1
5439,sincerity,positive,1
5440,sinful,negative,-1
5441,sinfully,negative,-1
5442,sinister,negative,-1
5443,sinisterly,negative,-1
5444,sink,negative,-1
5445,sinking,negative,-1
5446,skeletons,negative,-1
5447,skeptic,negative,-1
5448,skeptical,negative,-1
5449,skeptically,negative,-1
5450,skepticism,negative,-1
5451,sketchy,negative,-1
5452,skill,positive,1
5453,skilled,positive,1
5454,skillful,positive,1
5455,skillfully,positive,1
5456,skimpy,negative,-1
5457,skinny,negative,-1
5458,skittish,negative,-1
5459,skittishly,negative,-1
5460,skulk,negative,-1
5461,slack,negative,-1
5462,slammin,positive,1
5463,slander,negative,-1
5464,slanderer,negative,-1
5465,slanderous,negative,-1
5466,slanderously,negative,-1
5467,slanders,negative,-1
5468,slap,negative,-1
5469,slashing,negative,-1
5470,slaughter,negative,-1
5471,slaughtered,negative,-1
5472,slave,negative,-1
5473,slaves,negative,-1
5474,sleazy,negative,-1
5475,sleek,positive,1
5476,slick,positive,1
5477,slime,negative,-1
5478,slog,negative,-1
5479,slogged,negative,-1
5480,slogging,negative,-1
5481,slogs,negative,-1
5482,sloooooooooooooow,negative,-1
5483,sloooow,negative,-1
5484,slooow,negative,-1
5485,sloow,negative,-1
5486,sloppily,negative,-1
5487,sloppy,negative,-1
5488,sloth,negative,-1
5489,slothful,negative,-1
5490,slow,negative,-1
5491,slowed,negative,-1
5492,slower,negative,-1
5493,slowest,negative,-1
5494,slowly,negative,-1
5495,slow-moving,negative,-1
5496,sloww,negative,-1
5497,slowww,negative,-1
5498,slowwww,negative,-1
5499,slug,negative,-1
5500,sluggish,negative,-1
5501,slump,negative,-1
5502,slumping,negative,-1
5503,slumpping,negative,-1
5504,slur,negative,-1
5505,slut,negative,-1
5506,sluts,negative,-1
5507,sly,negative,-1
5508,smack,negative,-1
5509,smallish,negative,-1
5510,smart,positive,1
5511,smarter,positive,1
5512,smartest,positive,1
5513,smartly,positive,1
5514,smash,negative,-1
5515,smear,negative,-1
5516,smell,negative,-1
5517,smelled,negative,-1
5518,smelling,negative,-1
5519,smells,negative,-1
5520,smelly,negative,-1
5521,smelt,negative,-1
5522,smile,positive,1
5523,smiles,positive,1
5524,smiling,positive,1
5525,smilingly,positive,1
5526,smitten,positive,1
5527,smoke,negative,-1
5528,smokescreen,negative,-1
5529,smolder,negative,-1
5530,smoldering,negative,-1
5531,smooth,positive,1
5532,smoother,positive,1
5533,smoothes,positive,1
5534,smoothest,positive,1
5535,smoothly,positive,1
5536,smother,negative,-1
5537,smoulder,negative,-1
5538,smouldering,negative,-1
5539,smudge,negative,-1
5540,smudged,negative,-1
5541,smudges,negative,-1
5542,smudging,negative,-1
5543,smug,negative,-1
5544,smugly,negative,-1
5545,smut,negative,-1
5546,smuttier,negative,-1
5547,smuttiest,negative,-1
5548,smutty,negative,-1
5549,snag,negative,-1
5550,snagged,negative,-1
5551,snagging,negative,-1
5552,snags,negative,-1
5553,snappish,negative,-1
5554,snappishly,negative,-1
5555,snappy,positive,1
5556,snare,negative,-1
5557,snarky,negative,-1
5558,snarl,negative,-1
5559,snazzy,positive,1
5560,sneak,negative,-1
5561,sneakily,negative,-1
5562,sneaky,negative,-1
5563,sneer,negative,-1
5564,sneering,negative,-1
5565,sneeringly,negative,-1
5566,snob,negative,-1
5567,snobbish,negative,-1
5568,snobby,negative,-1
5569,snobish,negative,-1
5570,snobs,negative,-1
5571,snub,negative,-1
5572,soapy,negative,-1
5573,sob,negative,-1
5574,sober,negative,-1
5575,sobering,negative,-1
5576,so-cal,negative,-1
5577,sociable,positive,1
5578,soft,positive,1
5579,softer,positive,1
5580,solace,positive,1
5581,solemn,negative,-1
5582,solicitous,positive,1
5583,solicitously,positive,1
5584,solicitude,negative,-1
5585,solid,positive,1
5586,solidarity,positive,1
5587,somber,negative,-1
5588,soothe,positive,1
5589,soothingly,positive,1
5590,sophisticated,positive,1
5591,sore,negative,-1
5592,sorely,negative,-1
5593,soreness,negative,-1
5594,sorrow,negative,-1
5595,sorrowful,negative,-1
5596,sorrowfully,negative,-1
5597,sorry,negative,-1
5598,soulful,positive,1
5599,soundly,positive,1
5600,soundness,positive,1
5601,sour,negative,-1
5602,sourly,negative,-1
5603,spacious,positive,1
5604,spade,negative,-1
5605,spank,negative,-1
5606,sparkle,positive,1
5607,sparkling,positive,1
5608,spectacular,positive,1
5609,spectacularly,positive,1
5610,speedily,positive,1
5611,speedy,positive,1
5612,spellbind,positive,1
5613,spellbinding,positive,1
5614,spellbindingly,positive,1
5615,spellbound,positive,1
5616,spendy,negative,-1
5617,spew,negative,-1
5618,spewed,negative,-1
5619,spewing,negative,-1
5620,spews,negative,-1
5621,spilling,negative,-1
5622,spinster,negative,-1
5623,spirited,positive,1
5624,spiritless,negative,-1
5625,spiritual,positive,1
5626,spite,negative,-1
5627,spiteful,negative,-1
5628,spitefully,negative,-1
5629,spitefulness,negative,-1
5630,splatter,negative,-1
5631,splendid,positive,1
5632,splendidly,positive,1
5633,splendor,positive,1
5634,split,negative,-1
5635,splitting,negative,-1
5636,spoil,negative,-1
5637,spoilage,negative,-1
5638,spoilages,negative,-1
5639,spoiled,negative,-1
5640,spoilled,negative,-1
5641,spoils,negative,-1
5642,spontaneous,positive,1
5643,spook,negative,-1
5644,spookier,negative,-1
5645,spookiest,negative,-1
5646,spookily,negative,-1
5647,spooky,negative,-1
5648,spoonfed,negative,-1
5649,spoon-fed,negative,-1
5650,spoon-feed,negative,-1
5651,sporadic,negative,-1
5652,sporty,positive,1
5653,spotless,positive,1
5654,spotty,negative,-1
5655,sprightly,positive,1
5656,spurious,negative,-1
5657,spurn,negative,-1
5658,sputter,negative,-1
5659,squabble,negative,-1
5660,squabbling,negative,-1
5661,squander,negative,-1
5662,squash,negative,-1
5663,squeak,negative,-1
5664,squeaks,negative,-1
5665,squeaky,negative,-1
5666,squeal,negative,-1
5667,squealing,negative,-1
5668,squeals,negative,-1
5669,squirm,negative,-1
5670,stab,negative,-1
5671,stability,positive,1
5672,stabilize,positive,1
5673,stable,positive,1
5674,stagnant,negative,-1
5675,stagnate,negative,-1
5676,stagnation,negative,-1
5677,staid,negative,-1
5678,stain,negative,-1
5679,stainless,positive,1
5680,stains,negative,-1
5681,stale,negative,-1
5682,stalemate,negative,-1
5683,stall,negative,-1
5684,stalls,negative,-1
5685,stammer,negative,-1
5686,stampede,negative,-1
5687,standout,positive,1
5688,standstill,negative,-1
5689,stark,negative,-1
5690,starkly,negative,-1
5691,startle,negative,-1
5692,startling,negative,-1
5693,startlingly,negative,-1
5694,starvation,negative,-1
5695,starve,negative,-1
5696,stately,positive,1
5697,state-of-the-art,positive,1
5698,static,negative,-1
5699,statuesque,positive,1
5700,staunch,positive,1
5701,staunchly,positive,1
5702,staunchness,positive,1
5703,steadfast,positive,1
5704,steadfastly,positive,1
5705,steadfastness,positive,1
5706,steadiest,positive,1
5707,steadiness,positive,1
5708,steady,positive,1
5709,steal,negative,-1
5710,stealing,negative,-1
5711,steals,negative,-1
5712,steep,negative,-1
5713,steeply,negative,-1
5714,stellar,positive,1
5715,stellarly,positive,1
5716,stench,negative,-1
5717,stereotype,negative,-1
5718,stereotypical,negative,-1
5719,stereotypically,negative,-1
5720,stern,negative,-1
5721,stew,negative,-1
5722,sticky,negative,-1
5723,stiff,negative,-1
5724,stiffness,negative,-1
5725,stifle,negative,-1
5726,stifling,negative,-1
5727,stiflingly,negative,-1
5728,stigma,negative,-1
5729,stigmatize,negative,-1
5730,stimulate,positive,1
5731,stimulates,positive,1
5732,stimulating,positive,1
5733,stimulative,positive,1
5734,sting,negative,-1
5735,stinging,negative,-1
5736,stingingly,negative,-1
5737,stingy,negative,-1
5738,stink,negative,-1
5739,stinks,negative,-1
5740,stirringly,positive,1
5741,stodgy,negative,-1
5742,stole,negative,-1
5743,stolen,negative,-1
5744,stooge,negative,-1
5745,stooges,negative,-1
5746,stormy,negative,-1
5747,straggle,negative,-1
5748,straggler,negative,-1
5749,straighten,positive,1
5750,straightforward,positive,1
5751,strain,negative,-1
5752,strained,negative,-1
5753,straining,negative,-1
5754,strange,negative,-1
5755,strangely,negative,-1
5756,stranger,negative,-1
5757,strangest,negative,-1
5758,strangle,negative,-1
5759,streaky,negative,-1
5760,streamlined,positive,1
5761,strenuous,negative,-1
5762,stress,negative,-1
5763,stresses,negative,-1
5764,stressful,negative,-1
5765,stressfully,negative,-1
5766,stricken,negative,-1
5767,strict,negative,-1
5768,strictly,negative,-1
5769,strident,negative,-1
5770,stridently,negative,-1
5771,strife,negative,-1
5772,strike,negative,-1
5773,striking,positive,1
5774,strikingly,positive,1
5775,stringent,negative,-1
5776,stringently,negative,-1
5777,striving,positive,1
5778,strong,positive,1
5779,stronger,positive,1
5780,strongest,positive,1
5781,struck,negative,-1
5782,struggle,negative,-1
5783,struggled,negative,-1
5784,struggles,negative,-1
5785,struggling,negative,-1
5786,strut,negative,-1
5787,stubborn,negative,-1
5788,stubbornly,negative,-1
5789,stubbornness,negative,-1
5790,stuck,negative,-1
5791,stuffy,negative,-1
5792,stumble,negative,-1
5793,stumbled,negative,-1
5794,stumbles,negative,-1
5795,stump,negative,-1
5796,stumped,negative,-1
5797,stumps,negative,-1
5798,stun,negative,-1
5799,stunned,positive,1
5800,stunning,positive,1
5801,stunningly,positive,1
5802,stunt,negative,-1
5803,stunted,negative,-1
5804,stupendous,positive,1
5805,stupendously,positive,1
5806,stupid,negative,-1
5807,stupidest,negative,-1
5808,stupidity,negative,-1
5809,stupidly,negative,-1
5810,stupified,negative,-1
5811,stupify,negative,-1
5812,stupor,negative,-1
5813,sturdier,positive,1
5814,sturdy,positive,1
5815,stutter,negative,-1
5816,stuttered,negative,-1
5817,stuttering,negative,-1
5818,stutters,negative,-1
5819,sty,negative,-1
5820,stylish,positive,1
5821,stylishly,positive,1
5822,stylized,positive,1
5823,stymied,negative,-1
5824,suave,positive,1
5825,suavely,positive,1
5826,subdued,negative,-1
5827,subjected,negative,-1
5828,subjection,negative,-1
5829,subjugate,negative,-1
5830,subjugation,negative,-1
5831,sublime,positive,1
5832,submissive,negative,-1
5833,subordinate,negative,-1
5834,sub-par,negative,-1
5835,subpoena,negative,-1
5836,subpoenas,negative,-1
5837,subservience,negative,-1
5838,subservient,negative,-1
5839,subsidize,positive,1
5840,subsidized,positive,1
5841,subsidizes,positive,1
5842,subsidizing,positive,1
5843,substandard,negative,-1
5844,substantive,positive,1
5845,subtract,negative,-1
5846,subversion,negative,-1
5847,subversive,negative,-1
5848,subversively,negative,-1
5849,subvert,negative,-1
5850,succeed,positive,1
5851,succeeded,positive,1
5852,succeeding,positive,1
5853,succeeds,positive,1
5854,succes,positive,1
5855,success,positive,1
5856,successes,positive,1
5857,successful,positive,1
5858,successfully,positive,1
5859,succumb,negative,-1
5860,suck,negative,-1
5861,sucked,negative,-1
5862,sucker,negative,-1
5863,sucks,negative,-1
5864,sucky,negative,-1
5865,sue,negative,-1
5866,sued,negative,-1
5867,sueing,negative,-1
5868,sues,negative,-1
5869,suffer,negative,-1
5870,suffered,negative,-1
5871,sufferer,negative,-1
5872,sufferers,negative,-1
5873,suffering,negative,-1
5874,suffers,negative,-1
5875,suffice,positive,1
5876,sufficed,positive,1
5877,suffices,positive,1
5878,sufficient,positive,1
5879,sufficiently,positive,1
5880,suffocate,negative,-1
5881,sugar-coat,negative,-1
5882,sugarcoated,negative,-1
5883,sugar-coated,negative,-1
5884,suicidal,negative,-1
5885,suicide,negative,-1
5886,suitable,positive,1
5887,sulk,negative,-1
5888,sullen,negative,-1
5889,sully,negative,-1
5890,sumptuous,positive,1
5891,sumptuously,positive,1
5892,sumptuousness,positive,1
5893,sunder,negative,-1
5894,sunk,negative,-1
5895,sunken,negative,-1
5896,super,positive,1
5897,superb,positive,1
5898,superbly,positive,1
5899,superficial,negative,-1
5900,superficiality,negative,-1
5901,superficially,negative,-1
5902,superfluous,negative,-1
5903,superior,positive,1
5904,superiority,positive,1
5905,superstition,negative,-1
5906,superstitious,negative,-1
5907,supple,positive,1
5908,support,positive,1
5909,supported,positive,1
5910,supporter,positive,1
5911,supporting,positive,1
5912,supportive,positive,1
5913,supports,positive,1
5914,suppress,negative,-1
5915,suppression,negative,-1
5916,supremacy,positive,1
5917,supreme,positive,1
5918,supremely,positive,1
5919,supurb,positive,1
5920,supurbly,positive,1
5921,surmount,positive,1
5922,surpass,positive,1
5923,surreal,positive,1
5924,surrender,negative,-1
5925,survival,positive,1
5926,survivor,positive,1
5927,susceptible,negative,-1
5928,suspect,negative,-1
5929,suspicion,negative,-1
5930,suspicions,negative,-1
5931,suspicious,negative,-1
5932,suspiciously,negative,-1
5933,sustainability,positive,1
5934,sustainable,positive,1
5935,swagger,negative,-1
5936,swamped,negative,-1
5937,swank,positive,1
5938,swankier,positive,1
5939,swankiest,positive,1
5940,swanky,positive,1
5941,sweaty,negative,-1
5942,sweeping,positive,1
5943,sweet,positive,1
5944,sweeten,positive,1
5945,sweetheart,positive,1
5946,sweetly,positive,1
5947,sweetness,positive,1
5948,swelled,negative,-1
5949,swelling,negative,-1
5950,swift,positive,1
5951,swiftness,positive,1
5952,swindle,negative,-1
5953,swipe,negative,-1
5954,swollen,negative,-1
5955,symptom,negative,-1
5956,symptoms,negative,-1
5957,syndrome,negative,-1
5958,taboo,negative,-1
5959,tacky,negative,-1
5960,taint,negative,-1
5961,tainted,negative,-1
5962,talent,positive,1
5963,talented,positive,1
5964,talents,positive,1
5965,tamper,negative,-1
5966,tangle,negative,-1
5967,tangled,negative,-1
5968,tangles,negative,-1
5969,tank,negative,-1
5970,tanked,negative,-1
5971,tanks,negative,-1
5972,tantalize,positive,1
5973,tantalizing,positive,1
5974,tantalizingly,positive,1
5975,tantrum,negative,-1
5976,tardy,negative,-1
5977,tarnish,negative,-1
5978,tarnished,negative,-1
5979,tarnishes,negative,-1
5980,tarnishing,negative,-1
5981,tattered,negative,-1
5982,taunt,negative,-1
5983,taunting,negative,-1
5984,tauntingly,negative,-1
5985,taunts,negative,-1
5986,taut,negative,-1
5987,tawdry,negative,-1
5988,taxing,negative,-1
5989,tease,negative,-1
5990,teasingly,negative,-1
5991,tedious,negative,-1
5992,tediously,negative,-1
5993,temerity,negative,-1
5994,temper,negative,-1
5995,tempest,negative,-1
5996,tempt,positive,1
5997,temptation,negative,-1
5998,tempting,positive,1
5999,temptingly,positive,1
6000,tenacious,positive,1
6001,tenaciously,positive,1
6002,tenacity,positive,1
6003,tender,positive,1
6004,tenderly,positive,1
6005,tenderness,negative,-1
6006,tense,negative,-1
6007,tension,negative,-1
6008,tentative,negative,-1
6009,tentatively,negative,-1
6010,tenuous,negative,-1
6011,tenuously,negative,-1
6012,tepid,negative,-1
6013,terrible,negative,-1
6014,terribleness,negative,-1
6015,terribly,negative,-1
6016,terrific,positive,1
6017,terrifically,positive,1
6018,terror,negative,-1
6019,terror-genic,negative,-1
6020,terrorism,negative,-1
6021,terrorize,negative,-1
6022,testily,negative,-1
6023,testy,negative,-1
6024,tetchily,negative,-1
6025,tetchy,negative,-1
6026,thank,positive,1
6027,thankful,positive,1
6028,thankless,negative,-1
6029,thicker,negative,-1
6030,thinner,positive,1
6031,thirst,negative,-1
6032,thorny,negative,-1
6033,thoughtful,positive,1
6034,thoughtfully,positive,1
6035,thoughtfulness,positive,1
6036,thoughtless,negative,-1
6037,thoughtlessly,negative,-1
6038,thoughtlessness,negative,-1
6039,thrash,negative,-1
6040,threat,negative,-1
6041,threaten,negative,-1
6042,threatening,negative,-1
6043,threats,negative,-1
6044,threesome,negative,-1
6045,thrift,positive,1
6046,thrifty,positive,1
6047,thrill,positive,1
6048,thrilled,positive,1
6049,thrilling,positive,1
6050,thrillingly,positive,1
6051,thrills,positive,1
6052,thrive,positive,1
6053,thriving,positive,1
6054,throb,negative,-1
6055,throbbed,negative,-1
6056,throbbing,negative,-1
6057,throbs,negative,-1
6058,throttle,negative,-1
6059,thug,negative,-1
6060,thumb-down,negative,-1
6061,thumbs-down,negative,-1
6062,thumbs-up,positive,1
6063,thumb-up,positive,1
6064,thwart,negative,-1
6065,tickle,positive,1
6066,tidy,positive,1
6067,time-consuming,negative,-1
6068,time-honored,positive,1
6069,timely,positive,1
6070,timid,negative,-1
6071,timidity,negative,-1
6072,timidly,negative,-1
6073,timidness,negative,-1
6074,tingle,positive,1
6075,tingled,negative,-1
6076,tingling,negative,-1
6077,tin-y,negative,-1
6078,tired,negative,-1
6079,tiresome,negative,-1
6080,tiring,negative,-1
6081,tiringly,negative,-1
6082,titillate,positive,1
6083,titillating,positive,1
6084,titillatingly,positive,1
6085,togetherness,positive,1
6086,toil,negative,-1
6087,tolerable,positive,1
6088,toll,negative,-1
6089,toll-free,positive,1
6090,top,positive,1
6091,top-heavy,negative,-1
6092,topnotch,positive,1
6093,top-notch,positive,1
6094,topple,negative,-1
6095,top-quality,positive,1
6096,tops,positive,1
6097,torment,negative,-1
6098,tormented,negative,-1
6099,torrent,negative,-1
6100,tortuous,negative,-1
6101,torture,negative,-1
6102,tortured,negative,-1
6103,tortures,negative,-1
6104,torturing,negative,-1
6105,torturous,negative,-1
6106,torturously,negative,-1
6107,totalitarian,negative,-1
6108,touchy,negative,-1
6109,tough,positive,1
6110,tougher,positive,1
6111,toughest,positive,1
6112,toughness,negative,-1
6113,tout,negative,-1
6114,touted,negative,-1
6115,touts,negative,-1
6116,toxic,negative,-1
6117,traction,positive,1
6118,traduce,negative,-1
6119,tragedy,negative,-1
6120,tragic,negative,-1
6121,tragically,negative,-1
6122,traitor,negative,-1
6123,traitorous,negative,-1
6124,traitorously,negative,-1
6125,tramp,negative,-1
6126,trample,negative,-1
6127,tranquil,positive,1
6128,tranquility,positive,1
6129,transgress,negative,-1
6130,transgression,negative,-1
6131,transparent,positive,1
6132,trap,negative,-1
6133,traped,negative,-1
6134,trapped,negative,-1
6135,trash,negative,-1
6136,trashed,negative,-1
6137,trashy,negative,-1
6138,trauma,negative,-1
6139,traumatic,negative,-1
6140,traumatically,negative,-1
6141,traumatize,negative,-1
6142,traumatized,negative,-1
6143,travesties,negative,-1
6144,travesty,negative,-1
6145,treacherous,negative,-1
6146,treacherously,negative,-1
6147,treachery,negative,-1
6148,treason,negative,-1
6149,treasonous,negative,-1
6150,treasure,positive,1
6151,tremendously,positive,1
6152,trendy,positive,1
6153,trick,negative,-1
6154,tricked,negative,-1
6155,trickery,negative,-1
6156,tricky,negative,-1
6157,triumph,positive,1
6158,triumphal,positive,1
6159,triumphant,positive,1
6160,triumphantly,positive,1
6161,trivial,negative,-1
